Name,GUID,StatusOfReport
Ham Rong -1X-ST4_Press Log_3100-3730m.pdf,aa70e1a4-c361-4a55-b6b8-d9e0d72bde67,Final report
Ham Rong -1X-ST4_Press Log_3200-3749m.pdf,f8d4f17c-0b42-4550-8d24-8d3b063d8e42,Final report
Ham Rong -1X-ST4_Press Log_3500-3767m.pdf,b5ba2e15-433a-4649-8031-ae6620b3af4d,Final report
Ham Rong -1X-ST4_Press_3100-3618m.pdf,11479f02-b09e-4f6d-9b20-b071b802c7d1,Final report
Ham Rong -1X-ST4_Press_3100-3655m.pdf,6f294433-d022-423c-a503-3da4729fa66b,Final report
HAM RONG-1X - ST1_PRESS_LOG_3000m-3282m.pdf,78e69b6a-8690-4d32-b526-1bbfe5bd1fbc,Final report
HAM RONG-1X - ST1_PRESS_LOG_3200m-3311.5m.pdf,d133b82d-c22a-44b4-8d5d-64bc0a0762cb,Final report
HAM RONG-1X - ST1_PRESS_LOG_3000m-3293m.pdf,660665b8-ad59-4be3-9793-a5d7df9d90ca,Final report
HAM RONG-1X - ST1_PRESS_LOG_3200m-3333.99m.pdf,7154a81a-305c-4394-8071-f38fcf71380d,Final report
HAM RONG-1X - ST1_PRESS_LOG_3200m-3370m.pdf,5b5be1af-5ac2-4d34-ad69-427f1040a9fe,Final report
HAM RONG-1X - ST1_PRESS_LOG_3200m-3505m.pdf,47c47cb0-e31f-4421-b822-89ca1b2e3e48,Final report
HAM RONG-1X - ST1_PRESS_LOG_3200m-3540m.pdf,60ad5bc2-e051-4823-b965-7c3d1e706682,Final report
106.10-HRD-1X & 10610-HRD-1X-ST_Final well report.pdf,bd22e683-f3ce-46d9-aaa3-f38271fe372c,Final report Approved
HAM RONG-1X_PRESS_LOG_3000m-3293m.PDF,1a7f3f32-1c84-4f73-ba35-0976125e473d,Final report
HAMRONG-1X_ML_1200-1380mMD_120608 revised.pdf,a589499b-43f7-4800-90e5-e71b9c7863ab,Final report
Ham Rong-1X_ST4_MWDRT_200MD_3427m_3695m.pdf,454005c7-86ff-4045-82ce-4e08b32dd031,Final report
ILO_HAM RONG-1X ST1_MD_LOG_3150m-3293m_Morning _19 August 08.pdf,68028bc4-433b-4756-b194-806e0f9ab0d1,Final report
ILO_HAM RONG-1X ST1_MD_LOG_3200m-3311.5m_Morning _20 August 08.pdf,857192c0-8ed6-4942-b129-472c021b1d9f,Final report
ILO_HAM RONG-1X ST1_MD_LOG_3200m-3334m_Morning _21 August 08.pdf,635c0c0d-f277-4b33-948e-76ddc4817d9c,Final report
ILO_HAM RONG-1X ST1_MD_LOG_3200m-3370m_Morning _22 August 08.pdf,295d16c9-9eba-493a-a5f9-0f99a3aca7a1,Final report
ILO_HAM RONG-1X ST1_MD_LOG_3200m-3540m_Afternoon _23 August 08.pdf,ab6bfef4-1e87-4eed-b472-ba7b8232c3cd,Final report
ILO_HAM RONG-1X ST1_MD_LOG_3225m-3290m_Midnight _13 August 08.pdf,7c7b9b16-9670-41a9-b053-06e4eb718199,Final report
ILO_HAM RONG-1X ST1_MD_LOG_3225m-3299m_Afternoon _13 August 08.pdf,a597a599-2157-470e-acb9-9dc465643dda,Final report
ILO_HAM RONG-1X ST1_MD_LOG_3300m-3505m_Morning _23 August 08.pdf,d1dd0f39-b711-4232-942b-31d48af5aceb,Final report
ILO_HAM RONG-1X ST2_MD_LOG_3200m-3239.5m_Midnight _02 Sep 08.pdf,23283984-2feb-497f-a14f-f0c493183a98,Final report
ILO_HAM RONG-1X ST2_MD_LOG_3200m-3257m_.pdf,dcdd51c4-7959-45aa-bcfa-c5dfbbb01d5f,Final report
ILO_HAM RONG-1X ST2_MD_LOG_3200m-3265mMD_Morning _07 September 08.pdf,e49f20c3-9009-411b-938d-ca6fc83f84b6,Final report
ILO_HAM RONG-1X ST2_MD_LOG_3200m-3291.5mMD_Morning _08 September 08.pdf,895d79d8-2138-4637-bfdd-ca953cd2c581,Final report
ILO_HAM RONG-1X ST2_MD_LOG_3200m-3295m_Midnight _08 September 08.pdf,8036a074-f9da-4a08-9e91-98464fb38ee2,Final report
ILO_HAM RONG-1X ST3_MD_LOG_2900m-3531m.pdf,313d339a-d847-4c66-9c93-c5eba0038a19,Final report
ILO_HAM RONG-1X ST3_MD_LOG_3200m-3545m.morning28sep08.pdf,60ed21ee-b365-4c3a-9a11-450c20f90017,Final report
ILO_HAM RONG-1X_MD_LOG_2000m - 2760m_Morning_04 July 08.pdf,556de19f-8b5e-4b57-84bf-0fe0bed0ad1c,Final report
ILO_HAM RONG-1X_MD_LOG_2000m - 2823m_Morning_04 July 08.pdf,1df57390-26f2-404b-9396-571c1318ea00,Final report
ILO_HAM RONG-1X_MD_LOG_3075m - 3195m_Midnight _08 July 08.pdf,7c4742b4-4e62-430f-aa61-4d18406beefe,Final report
ILO_HAM RONG-1X_MD_LOG_3100m - 3293m_Morning _10 July 08.pdf,414ec9ca-a646-4014-a00c-12e153be5ff4,Final report
ILO_HAM RONG-1X_MD_LOG_3100m - 3255m_Morning _09 July 08.pdf,a4d1eba4-0e50-408f-b218-50394ad26095,Final report
ILO_HAM RONG-1X_MD_LOG_3100m - 3405m_Morning _17 July 08_rev.pdf,cddeaf49-6ad8-4a58-927e-2dfeedf93181,Final report
ILO_HAM RONG-1X_MD_LOG_3250m - 3325m_Morning _14 July 08_2.pdf,70e2548e-4a4d-4aad-9922-8c72a1d577fc,Final report
ILO_HAM RONG-1X_MD_LOG_3250m - 3325m_Morning _14 July 08.pdf,212158fc-7b83-48ee-b823-c1ed7d83d694,Final report
ILO_HAM RONG-1X_MD_LOG_3275m - 3353m_Midnight _14 July 08.pdf,e922fa29-1158-4e2d-a680-d846640df875,Final report
ILO_HAM RONG-1X_MD_LOG_3350m-3505m_Morning _21 July 08_Revi.pdf,0089eea4-9323-47ff-84e5-fee0d548eae0,Final report
ILO_HAM RONG-1X_MD_LOG_3450m-3610m_Morning _25 July 08.pdf,5146ab5d-9ee3-4a82-9159-38bc10b75974,Final report
ILO_HAM RONG-1X_MD_LOG_3550m-3737m_28 July 08.pdf,933dcad5-2f49-437d-9277-21c41e29572a,Final report
ILO_HAM RONG-1X_ML_Hole_17.5_MD_LOG_1200m - 1590m_170608.pdf,b8e2ee3e-c50e-4537-a8c2-669684dbe468,Final report
ILO_HAM RONG-1X_ML_Hole_17.5_MD_LOG_1500m - 1970m_180608.pdf,538d13af-02a7-492c-9f90-a8364f77f83b,Final report
ILO_HAM RONG-1X_ML_MD_LOG_1400m - 1620m_130608.pdf,af03e275-a19c-4aa8-9bd2-5b6ba1045497,Final report
ILO_HAM RONG-1X_ML_MD_LOG_1000m - 1380m_120608.pdf,31084131-0b63-4b2c-88c6-a5b0ef3db18f,Final report
ILO_HAM RONG-1X_ML_MD_LOG_1700m - 2015m_Morning140608.pdf,fc170419-3720-4618-8859-a3a521e162c7,Final report
ILO_HAM RONG-1X_ML_MD_LOG_2155m - 2225m_Afternoon 27 Jun 08.pdf,8de2800e-e51b-465e-b3ea-8a358472f654,Final report
ILO_HAM RONG-1X_ML_MD_LOG_2200m - 2350m_Morning 28 Jun 08.pdf,996dc35f-b7b0-4c58-af67-eddd42a575b4,Final report
ILO_HAM RONG-1X_ML_Hole_17.5_MD_LOG_635m - 2015 m_190608.pdf,733c5e0e-181d-4bf5-8e9f-5a6703c6a26a,Final report
ILO_HAM RONG-1X_ML_MD_LOG_2015m - 2145m_Morning 26 Jun 08.pdf,790ef989-9a78-4e9d-8488-64669a90acc7,Final report
ILO_HAM RONG-1X_ML_MD_LOG_2400m - 2523m_Morning 01 July 08.pdf,ceee47a9-31ac-476a-8f2b-d5767ce08594,Final report
ILO_HAM RONG-1X_ML_MD_LOG_2350m - 2475m_Morning 30 Jun 08.pdf,595e76c5-3100-41e2-9fbe-6d6a39c4f154,Final report
ILO_HAM RONG-1X_ML_MD_LOG_2450m - 2570m_ Midday 1 July 08.pdf,083cbace-2d10-4219-bbed-fd676e4b6b5f,Final report
ILO_HAM RONG-1X_newML_MD_LOG_2000m - 2660m_Morning_03 July 08.pdf,2a9d0153-6dc4-4349-9846-e8de7e2b240d,Final report
ML_HAM RONG-1X ST3_MD_LOG_2900m-3160m_Morning 20 Sep 08.pdf,006c7779-0299-4dfc-9bad-00df25e526cb,Final report
ML_HAM RONG-1X ST3_MD_LOG_2990m-3233m_Midnight 20 Sep 08.pdf,3b5643ad-dd1d-4db0-ba62-43ef321c21d2,Final report
ML_HAM RONG-1X ST3_MD_LOG_3200m-3295m_Morning 19 Sep 08.pdf,cfa948ff-764d-4d56-957b-144b330cfc9b,Final report
ML_HAM RONG-1X ST3_MD_LOG_2900m-3727m_Midnight 07 Oct 08.pdf,47363f0d-45b8-4460-9e42-4b10e814e407,Final report
ML_HAM RONG-1X ST3_MD_LOG_3300m-3745m_Morning 09 Oct 08.pdf,343b08f0-a628-4a22-a6e8-6762a42452e2,Final report
ML_HAM RONG-1X ST3_MD_LOG_3400 m-3674 m_Morning 01 Oct 08.pdf,bbf0e7a0-cd87-491f-a69c-3ee380f4a80a,Final report
ML_HAM RONG-1X ST3_MD_LOG_3400 m-3700m_Morning 03 Oct 08.pdf,22c3c1a2-a982-4c7d-9e71-d1702bd46173,Final report
ML_HAM RONG-1X ST3_MD_LOG_3400m-3640m_Morning 30 Sep 08.pdf,786c11b2-189e-4ace-a512-82cc06b48597,Final report
ML_HAM RONG-1X ST3_MD_LOG_3400m-3675m_Afternoon 1 Oct 08.pdf,6aefb444-6338-42b7-979b-2e32a19bac0c,Final report
ML_HAM RONG-1X ST3_MD_LOG_3500m-3727m_Midnight 03 Oct 08.pdf,ebe3ae18-5f1a-45d6-8350-e3ee85308f2e,Final report
ML_HAM RONG-1X ST4_MD_LOG_3000m-3335m_Morning 24 Oct 08.pdf,f2fcb984-613a-4661-840f-35b5eb373ffd,Final report
ML_HAM RONG-1X ST4_MD_LOG_3200m-3618m_Aternoon 31 Oct 08.pdf,9ae4a627-07db-4f67-ad4d-96f8438ce9ce,Final report
ML_HAM RONG-1X ST4_MD_LOG_3200m-3550m_Morning 30 Oct 08.pdf,812287e8-da5a-45f4-9e42-04d3bfc59600,Final report
ML_HAM RONG-1X ST4_MD_LOG_3200m-3510m_Morning 29 Oct 08.pdf,12ff63d6-8f1c-4397-a580-4cbf20907c91,Final report
ML_HAM RONG-1X ST4_MD_LOG_3400m-3610m_Morning 31 Oct 08.pdf,6971990f-aca5-4312-8214-5e9eb5cc7d2f,Final report
ML_HAM RONG-1X ST4_MD_LOG_3200m-3730m_ 13 Nov 08.pdf,1ce12ed4-2beb-41e3-8100-76190f9029e3,Final report
ML_HAM RONG-1X ST4_MD_LOG_3200m-3716m_ 13 Nov 08.pdf,8204aa87-b49a-41c7-a97b-01786ce1ff30,Final report
ML_HAM RONG-1X ST4_MD_LOG_3550m-3690m_Morning 02 Nov 08.pdf,fe092c72-eccd-4125-83c6-b056fa0e963b,Final report
ML_HAM RONG-1X ST4_MD_LOG_3575m-3728m_ 03 Nov 08.pdf,d0fe1f7b-3f62-40b0-8e44-9ccd36cc7f15,Final report
ML_HAM RONG-1X ST4_MD_LOG_3400m-3655m_Morning 2 Nov 08.pdf,1f1dc25b-8d3e-42f2-915d-3a5001bbbc0a,Final report
ML_HAM RONG-1X ST4_MD_LOG_3675m-3746m_ 17 Nov 08.pdf,018e62be-be37-43c3-b8c5-0443d0b30a02,Final report
ML_HAM RONG-1X ST4_MD_LOG_3675m-3767m_ 17 Nov 08.pdf,97f15936-ebe5-4255-a93c-a2277aa23719,Final report
ML_HamRong-1X_From 632 - 1210m_11 Jun 08.pdf,a45fdba6-bc61-4cff-859e-794628d601e1,Final report
Print charts_106-HR-1X.xls,c894d3f2-76cb-4f3c-8533-f7ee7d2e4a2c,Final report
Palyno_HRN-1X.xls,a6e88d99-75f6-4668-9abd-de41b598edf3,Final report
HRB_106-HR-1X.pdf,d6b1beaa-e04c-43e4-8b79-006fcdf24f7f,Final report
Daily Report 5mins HRN-1X-ST2.pdf,b27275cf-4b69-41b0-8899-a43572ac7170,Final report
106.10-HRN-1X Biostratigraphic report full.pdf,4e1049c0-b813-436c-93b7-d13a833b39b0,Final report
Daily Report Event HRN-1X-ST2.pdf,b76770b8-e121-4a82-828a-ceabe8cef757,Final report
Daily Report HRN-1X-ST2.xlsx,c93b98c7-809e-423f-8359-ee0cdfcce268,Final report
Daily Report Data1min HRN-1X-ST2 .pdf,6c763c11-2d1a-4db5-9106-9a4b9e092725,Final report
106.10-HRN-1XST The Petrography report 2014 .pdf,0c377253-ecf8-4064-8ffb-3deaeaf67ddc,Final report
106.10-HRN-1XST Table 1-2-3-4 of  - PVEP POC 2014.xls,5d6b2085-d416-427c-a9e9-c7682fc2413f,Final report
02. DDR YEN TU 2X_28-12-2008.pdf,654cc505-5c1f-4d08-9be2-66f016f3a001,Final report
03. DDR YEN TU 2X_29-12-2008.pdf,058a518c-83d1-4193-b086-87b935fb70b1,Final report
04. DDR YEN TU 2X_30-12-2008_2.pdf,216b9fcb-8782-4875-b778-3fab7b026956,Final report
05. DDR YEN TU 2X_31-12-2008.pdf,26eefb31-87cc-4ec1-b9c4-77fb2243b12d,Final report
06. DDR YEN TU 2X_01-01-2009.pdf,7fc86a1c-00e4-4612-abd4-4810e764a661,Final report
07. DDR YEN TU 2X_02-01-2009.pdf,d60d02f7-44ba-48e9-99df-cce40bd1cf19,Final report
08. DDR YEN TU 2X_03-01-2009.pdf,44e18e1d-d015-4607-b4d8-9b1d2c6366b1,Final report
09. DDR YEN TU 2X_04-01-2009.pdf,244a4932-9e85-4619-86ec-44b942352d26,Final report
10. DDR YEN TU 2X_05-01-2009.pdf,0b82983d-2992-4f3f-b324-22c6e9cde250,Final report
11. DDR YEN TU 2X_06-01-2009.pdf,09e6e4c6-15a5-44b4-83b7-484583ee8955,Final report
12. DDR YEN TU 2X_07-01-2009.pdf,4dec87af-40c6-452c-a2b9-bc9b4f12a401,Final report
13  DDR YEN TU 2X_08-01-2009.pdf,72f3ffa8-cd09-42c0-bdf3-b1c6ed3516b5,Final report
15. DDR YEN TU 2X_10-01-2009.pdf,c2eec9de-9cd8-4186-8f0b-ef4b3cce9100,Final report
16  DDR YEN TU 2X_11-01-2009.pdf,3f6287ce-28c6-4d46-8453-40b03fb42c97,Final report
18. DDR YEN TU 2X_13-01-2009.pdf,ea6426ee-679b-46d2-b4ad-ff6873bd17a4,Final report
19. DDR YEN TU 2X_14-01-2009.pdf,248aff6d-353f-4ccc-aaa8-e9a144f81c69,Final report
20  DDR YEN TU 2X_15-01-2009.pdf,d989eaa6-301d-4201-b2cb-f676c4cdf295,Final report
21  DDR YEN TU 2X_16-01-2009.pdf,e3aae7f2-19ce-41ed-9c6c-0e1ca8c91fbf,Final report
22  DDR YEN TU 2X_17-01-2009.pdf,b006bcb7-e4b1-455e-81fd-b1c54cd6fb7c,Final report
23  DDR YEN TU 2X_18-01-2009.pdf,dc45de51-c6f1-41a2-a722-f8283cfba34d,Final report
24  DDR YEN TU 2X_20-01-2009.pdf,8eb58dc1-6893-433b-8bf6-b7b7e1406d4d,Final report
25 DDR YEN TU 2 X_20-1-2009.PDF,9dc3a60e-a566-4fa4-99ea-3a5e813c7ab9,Final report
26 DDR YEN TU 2X_20-01-2009.PDF,d77f94f9-a318-4ca3-ac78-551ce04ef81f,Final report
27  DDR YEN TU 2X_22-01-2009.pdf,671bbc5a-c6a8-4561-be1a-545f29abf55d,Final report
28  DDR YEN TU 2X_23-01-2009.pdf,12afff02-6335-4a24-b683-019909c23258,Final report
29  DDR YEN TU 2X_24-01-2009.pdf,55009075-4112-429a-a024-f4e520900d79,Final report
30  DDR YEN TU 2X_25-01-2009.pdf,2260d9ee-b12c-4fd5-934e-aef52febf531,Final report
31  DDR YEN TU 2X_26-01-2009.pdf,f5e2d124-49bd-40c0-97be-63e6b30f2321,Final report
33  DDR YEN TU 2X_28-01-2009.pdf,2bebaab7-ceac-4099-9e3f-ba1d69898d00,Final report
32  DDR YEN TU 2X_27-01-2009.pdf,22da271c-1689-4d49-9c02-92a09f7e90c0,Final report
34  DDR YEN TU 2X_29-01-2009.pdf,c3a5c382-cc07-4b73-80f3-f4371e13ee69,Final report
37  DDR YEN TU 2X_01-02-2009.pdf,057ab9a2-3863-4f3f-912d-8cb8e451962a,Final report
106.10-HRN-1X Geochemical report (vs full image) 2014.pdf,f3010d6e-9a74-487a-97c7-9c391c32c847,Final report
38 DDR YEN TU 2X_02-02-2009.PDF,b806b6e1-5f2e-499e-95b7-d75b6d49a6be,Final report
40 DDR YEN TU 2X_04-02-2009.PDF,ced3c899-6cae-410f-b94e-a14a686d8851,Final report
41 DDR YEN TU 2X_05-02-2009.PDF,fbb1d77c-6981-47ad-ab84-ee022dc6f409,Final report
Mud Log_Yen Tu-2X_1200 - 1775mMD_0600hrs 14-Jan-2009.pdf,ecb8f7de-60d7-4b0c-8fe2-6a14fa55368f,Final report
Mud Log_Yen Tu-2X_1675 - 2171mMD_0600hrs 15-Jan-2009.pdf,936dde77-5fda-4b85-a1c4-da797bb145f1,Final report
Mud Log_Yen Tu-2X_1675 - 2257mMD_1500hrs 15-Jan-2009.pdf,a01cc42b-057a-4103-9cc0-3aab4a79bb62,Final report
Mud Log_Yen Tu-2X_2000 - 2285mMD_0600hrs 17-Jan-2009.pdf,cffbce30-6cca-4076-856d-b5677282d2cb,Final report
Mud Log_Yen Tu-2X_2000 - 2339mMD_0600hrs 25-Jan-2009.pdf,3137facb-672f-40c1-b5d0-80875f746dcd,Final report
Mud Log_Yen Tu-2X_2000 - 2420mMD_1500hrs 25-Jan-2009.pdf,3bf558e0-3e44-47fc-9c05-b4140b51c176,Final report
Mud Log_Yen Tu-2X_2250 - 2543mMD_0600hrs 26-Jan-2009.pdf,408fa5d9-4fc1-4dba-a230-927e61d29242,Final report
Mud Log_Yen Tu-2X_300 - 580mMD_1500hrs 06-Jan-2009.pdf,ea20c6b0-162b-47e1-8230-a85c94ca15b9,Final report
Mud Log_Yen Tu-2X_2250 - 2597mMD_1500hrs 26-Jan-2009.pdf,846d407d-8473-4e6b-aed7-6c55ab40fef1,Final report
Mud Log_Yen Tu-2X_62 - 770mMD_0600hrs 07-Jan-2009.pdf,148dadbe-b260-4751-a243-a7093d7fbe74,Final report
Mud Log_Yen Tu-2X_700 - 1078.5mMD_0600hrs 08-Jan-2009.pdf,bea2ad6a-3b42-4797-9fce-085a97d9e134,Final report
Mud Log_Yen Tu-2X_75 - 470mMD_0600hrs 06-Jan-2009.pdf,e680e4a8-50c8-4ac4-8127-08d8e69e72b7,Final report
Mud Log_Yen Tu-2X_900 - 1170mMD_0600hrs 09-Jan-2009.pdf,15781cfa-382d-49c0-bcab-a54be788d043,Final report
Mud Log_Yen Tu-2X_900 - 1265mMD_1500hrs 09-Jan-2009.pdf,1cb04c3a-05bb-4c72-804c-291f3f0cd62c,Final report
Yen Tu-2X_PR Log_61-1078.5m.pdf,f5e33453-fa93-45a1-bfc6-3c0d97082a58,Final report
Mud Log_Yen Tu-2X_60 - 2636mMD_0600hrs 27- Jan -2009.pdf,aca4ae2c-5344-4207-99ef-4b9fe267cd34,Final report
Yen Tu-2X_PR Log_61-1170m.pdf,e0e961e9-a536-4f3f-a38c-c921fbb5a8f9,Final report
Yen Tu-2X_PR Log_61-1775m.pdf,05810d2c-25b0-47fc-8cdb-95910849e3d6,Final report
Yen Tu-2X_PR Log_61-2170m.pdf,9e74efa5-9915-4a50-b9ca-29f34891734d,Final report
Yen Tu-2X_PR Log_61-450m.pdf,2d92b1e8-6b05-4ff2-8f50-6770532fe815,Final report
Yen Tu-2X_PR Log_61-2259m.pdf,c4696c30-9576-467f-9eef-0c4d22ea6bb3,Final report
Yen Tu-2X_PR Log_61-770m.pdf,dce2da1e-ce85-4513-8ca5-93d709d03578,Final report
Yen Tu -2X Drilling ASCII_1264m - 2424m.txt,caffefdc-d37b-43fc-8de7-1f68c8baf35c,Final report
Yen Tu -2X Drilling ASCII_1265.5m - 1775m.txt,21cfce94-e306-4fd5-8684-ffdac0fff984,Final report
Yen Tu -2X Drilling ASCII_1265.5m - 2259m.txt,cf2a570e-02b5-47de-b4a9-ff32ba24c2f5,Final report
Yen Tu -2X Drilling ASCII_1265.5m - 2180m.txt,72462343-d5c4-4a5f-ab95-b9308b626138,Final report
Yen Tu -2X Drilling ASCII_1265.5m - 2289m.txt,b4d664b6-055b-4a57-bdbb-041b31789dc4,Final report
Yen Tu -2X Drilling ASCII_2289.5m - 2543m.txt,aedb89d1-e9d3-416a-b1bd-2e3d879beecd,Final report
Yen Tu -2X Drilling ASCII_2289.5m - 2340m.txt,b017359e-0fe6-463f-8097-b158950241d4,Final report
Yen Tu -2X Drilling ASCII_2289.5m - 2608m.txt,fee22186-dd33-45b9-a82f-9a2ea98ef0be,Final report
Yen Tu -2X Drilling ASCII_306.5m - 460m.txt,17ec8d00-afb9-4dfb-9d65-05b5a60d630b,Final report
Yen Tu -2X Drilling ASCII_306m - 1078.5m.txt,7bc7d525-cf45-4187-b107-57be1a22a457,Final report
Yen Tu -2X Drilling ASCII_306m - 1170m.txt,b623f18b-307e-4bdb-a5ba-51b2d704e5c5,Final report
Yen Tu -2X Drilling ASCII_306m - 1265m.txt,df3e9969-3c1c-4cef-ab54-ba877765622b,Final report
Yen Tu -2X Drilling ASCII_306m - 580m.txt,fc685eae-3278-4099-97af-20bb398b53c9,Final report
Yen Tu -2X Drilling ASCII_306m - 770m.txt,3a6a3fcd-bf33-458c-8177-a1e17716d563,Final report
Yen Tu -2X Drilling ASCII_306m - 958m.txt,f56ba6ac-8211-4aa5-8124-647eeda24e33,Final report
Yen Tu -2X Gas ASCII_1264m - 2424m.txt,f753bdcd-8494-47b9-af97-5dca99db08ce,Final report
Yen Tu -2X Drilling ASCII_60m - 2636m.txt,8d59c82a-c57e-4029-b1fc-1b5adfdf2934,Final report
Yen Tu -2X Gas ASCII_1265.5m - 1775m.txt,5cd8a455-4ce3-4a91-9766-f35bc314ee81,Final report
Yen Tu -2X Gas ASCII_1265.5m - 2257m.txt,204676d9-cf1c-4dd6-83fe-6cbd7e64931b,Final report
Yen Tu -2X Gas ASCII_1265.5m - 2180m.txt,dd18c7ef-8fbd-465c-9067-01cd2888094b,Final report
Yen Tu -2X Gas ASCII_2289.5m - 2340m.txt,c32b6984-85cf-4135-9eaa-ef434c4bf562,Final report
Yen Tu -2X Gas ASCII_1265.5m - 2287m.txt,08081775-021d-44cd-92ce-1856b344f06e,Final report
Yen Tu -2X Gas ASCII_2289.5m - 2543m.txt,c6d6b45e-57fd-4412-bbc8-9e0bbbe4b2e2,Final report
Yen Tu -2X Gas ASCII_2289.5m - 2597m.txt,60934cfe-bfd9-426e-9fca-c2c8d8f774c1,Final report
Yen Tu -2X Gas ASCII_306m - 1078.5m.txt,0252b527-1e35-4388-a7e6-6cc35a345ace,Final report
Yen Tu -2X Gas ASCII_306.5m - 460m.txt,221b7b57-1bbd-4f5a-90b5-61a99a3114b1,Final report
Yen Tu -2X Gas ASCII_306m - 1170m.txt,dd00f7b2-11a9-40ae-9ebb-cce8056b8bc6,Final report
Yen Tu -2X Gas ASCII_306m - 1265m.txt,e65fcb0d-d86f-457f-a7cd-af44cabbad4e,Final report
Yen Tu -2X Gas ASCII_306m - 580m.txt,5c00507b-bbb6-4862-a88e-a5e0853b9430,Final report
Yen Tu -2X Gas ASCII_306m - 2636m.txt,e2dc59ed-68a0-45a8-b393-a01634fac893,Final report
Yen Tu -2X Gas ASCII_306m - 770m.txt,6390f099-986d-4c18-9f58-e139d6f51872,Final report
Yen Tu -2X Gas ASCII_306m - 930m.txt,334c7a4c-412d-4b50-8a00-da5fd7263954,Final report
Yen Tu-2X Actual VS Plan plot 1056m.pdf,936a2d91-f877-49b0-bd87-589c0315084d,Final report
Yen Tu-2X Actual VS Plan plot 1154m.pdf,0ca0a5ac-8104-4c29-9118-224be879695b,Final report
Yen Tu-2X Actual VS Plan Plot @ 1764m.pdf,238a0285-c6a8-4317-87a6-083c74ee17b9,Final report
Yen Tu-2X Actual VS Plan Plot @ 2514m.pdf,e3898e04-afb9-45ea-9bf1-1f700a042948,Final report
Yen Tu-2X Survey 8.5in 2312m 25Jan09.pdf,7743d03d-e344-437e-9923-f5e97c78b367,Final report
Yen Tu-2X Actual VS Plan Plot @ 2312m.pdf,2ec8ac80-babd-4221-a0a9-bb8149da112f,Final report
Yen Tu-2X Survey 8.5in 2312m.txt,cbf7df6b-6bd4-42d7-89e1-170014a12e9e,Final report
Yen Tu-2X Survey 8.5in 2399m 25Jan09.pdf,23cd2ec9-31af-4f68-8f0d-8924f0dcdf5f,Final report
Yen Tu-2X Survey 8.5in 2514m 26Jan09.pdf,354cb3bc-13cb-44b3-9391-bdcd8e23b8fb,Final report
Yen Tu-2X Survey 8.5in 2514m.txt,dcc27598-05fa-4cc2-b47e-fef8352ffb28,Final report
Yen Tu-2X Surveys 1056m.pdf,711a8528-13f5-4c3b-bbdf-5577bb36af32,Final report
Yen Tu-2X Surveys 1764m.pdf,2e3fc3e3-d52e-48b9-b4cf-fb72cdf260aa,Final report
Yen Tu-2X Surveys 1154m.pdf,a2d066d6-ae14-4f51-92f6-398a5c8dd862,Final report
Yen_Tu-2X 8.5in Survey 2399m.txt,fb19faa1-d5fd-4c72-ba7a-81f7423dcb9a,Final report
Yen_Tu-2X Survey 1764m.txt,c4580e37-2a13-4817-940d-546647e43b14,Final report
Yen_Tu-2X 8.5in Survey 2399m.xls,cfe7abfe-2ebf-4c33-8c7f-626699399dcd,Final report
Yen_Tu-2X 8.5in Survey 2399m.xlsx,f4da7c31-8bf0-46b8-95a3-244dd67e9843,Final report
Yen_Tu-2X_Surveys 1154m.txt,d990030b-de3c-4460-ac2e-16bc1f46cba3,Final report
Yen_Tu-2X_Surveys 1056m.txt,a742d8a0-fe54-4523-9305-5391cd3f5309,Final report
Yen_Tu-2X_Surveys 464m.txt,f0cb5150-adcf-40a4-92e5-a14c65116ad4,Final report
YEN TU-2X fluid analyzer sheet.xls,224c5674-9419-4e7d-803f-56c8bf873547,Final report
FINAL YEN TU-2X pressure data.xls,75e8c98f-6d7b-41e3-832d-d8e38e1b5803,Final report
YEN TU-2Xfluid recovery spreadsheet.xls,d14dfe1d-9022-446c-8875-4684e35cfe65,Final report
HRD-1X -ST_Afternoon Geological Report _39_03-June-14.doc,12ce7519-0f5a-451d-ae2c-dbe13659fe38,Final report
HRD-1X -ST_Afternoon Geological Report _41_05-June-14.doc,39cd8a9b-22a8-40ac-ae98-2bddd2ced591,Final report
HRD-1X -ST_Afternoon Geological Report _53_17-June-14.doc,bd3b4b49-255b-427e-8953-0c5e4c71eb0e,Final report
HRD-1X -ST_Afternoon Geological Report _56_20-June-14.doc,301a1163-2ce1-48bb-b58f-0592590a3f05,Final report
HRD-1X Afternoon Geological Report _28_23-May-14.doc,a8f929f0-30b1-481b-96a3-114308075fff,Final report
HRD-1X Afternoon Geological Report _30_25-May-14.doc,dd4837f2-bbdf-455f-8faa-7db10add1d03,Final report
HRD-1X Afternoon Geological Report _33_28-May-14.doc,85733ab6-09dc-4b3f-a5c6-06f284b2bf50,Final report
HRD-1X Afternoon Geological Report _31_26-May-14.doc,c9b3cd26-586e-4dfb-b696-2f0201988630,Final report
HRD-1X Afternoon Geological Report _32_27-May-14.doc,d733eb21-6a9b-4d90-9a7a-59dfb2fcace6,Final report
HRD-1X Afternoon Geological Report _34_29-May-14.doc,07ea9e00-e7c9-4f19-9e38-e1c3558f644e,Final report
HRD-1X Afternoon Geological Report _35_30-May-14[1].doc,a3497c93-fa36-4018-a9e2-ba1d2076b72c,Final report
HRD-1X Afternoon Geological Report _37_01-June-14.doc,89481e88-896e-432e-9b40-c04d32fff8b6,Final report
